_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId
5ff8da680a720f05c5000019,5.0,All-receipts receipt bonus,01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,1005.0,01-07-2021,1.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}]",FINISHED,1.0,54943462e4b07e684157a532
5ff873e30a720f052300064c,5.0,All-receipts receipt bonus,01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,5.0,01-08-2021,1.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '28.00', 'itemPrice': '28.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '28.00', 'userFlaggedQuantity': 1}]",FINISHED,28.0,5ff873ddb3348b11c9337733
5ff8cea10a7214adca00000b,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-06-2021,01-06-2021,01-08-2021,01-08-2021,01-08-2021,1999.6,01-05-2021,2.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}, {'barcode': '1234', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '2', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '1234', 'userFlaggedDescription': '', 'userFlaggedNewItem': True}]",FINISHED,1.0,5ff8ce8504929111f6e913cb
5ff874050a7214ada100065d,5.0,All-receipts receipt bonus,01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,5.0,01-07-2021,2.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}, {'barcode': '1234', 'finalPrice': '2.56', 'itemPrice': '2.56', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '2', 'preventTargetGapPoints': True, 'quantityPurchased': 3, 'userFlaggedBarcode': '1234', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '2.56', 'userFlaggedQuantity': 3}]",FINISHED,1.0,5ff873d1b3348b11c9337716
5ff8da620a7214adca00001d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,,01-08-2021,01-08-2021,750.0,01-07-2021,1.0,"[{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '2', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '3', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '4', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '5', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '6', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '7', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '8', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '9', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '10', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '11', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}]",FLAGGED,1.0,5ff8da62b3348b11c9337b21
5ff8da820a720f05c5000020,5.0,All-receipts receipt bonus,01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,5.0,01-08-2021,2.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '20.00', 'itemPrice': '20.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '20.00', 'userFlaggedQuantity': 2}]",FINISHED,20.0,5ff8da7eb3348b11c9337b72
5ff8da390a7214adca000013,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,350.0,01-01-2021,1.0,"[{'barcode': '305210154278', 'brandCode': 'BRAND', 'description': 'VASELINE COCOA BUTTER SKIN MOISTURIZER LOTION CONDITIONING RP 34.5 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'VASELINE HAND AND BODY LOTION', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}]",FINISHED,10.0,5ff8da28b3348b11c9337ac6
5ff873df0a7214ada1000652,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,300.0,01-08-2021,2.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '24.00', 'itemPrice': '24.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '24.00', 'userFlaggedQuantity': 2}]",FINISHED,24.0,5ff873ddb3348b11c9337733
5ff8da7f0a7214adca000022,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,250.0,01-08-2021,4.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '26.00', 'itemPrice': '26.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '26.00', 'userFlaggedQuantity': 4}]",FINISHED,26.0,5ff8da7eb3348b11c9337b72
5ff8da7f0a720f05c500001d,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,500.0,01-08-2021,5.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '20.00', 'itemPrice': '20.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '20.00', 'userFlaggedQuantity': 5}]",FINISHED,20.0,5ff8da7eb3348b11c9337b72
5ff8da800a720f05c500001e,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,300.0,01-08-2021,2.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '28.00', 'itemPrice': '28.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '28.00', 'userFlaggedQuantity': 2}]",FINISHED,28.0,5ff8da7eb3348b11c9337b72
5ff8c4fb0a7214adca000006,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,600.0,01-01-2021,1.0,"[{'barcode': '001111132666', 'brandCode': 'BRAND', 'description': 'DOVE MEN PLUS CARE SOAP 4 CT AQUA IMPACT SP 16 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'DOVE MEN+CARE BODY WASH AND SOAP', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}]",FINISHED,10.0,5ff8c4e8b3348b11c9337a11
5fa5b0ca0a720f05ef0000bf,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",11-05-2020,11-05-2020,01-08-2021,01-08-2021,01-08-2021,189.2,11-04-2020,6.0,"[{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}, {'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '10.00', 'itemPrice': '10.00', 'needsFetchReview': False, 'originalFinalPrice': '10.00', 'originalMetaBriteBarcode': '075925306254', 'originalMetaBriteItemPrice': '10.00', 'originalMetaBriteQuantityPurchased': 2, 'partnerItemId': '2', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628', 'userFlaggedBarcode': '075925306254', 'userFlaggedNewItem': True, 'userFlaggedPrice': '10.00', 'userFlaggedQuantity': 2}, {'barcode': '034100573065', 'description': 'MILLER LITE 24 PACK 12OZ CAN', 'finalPrice': '1.00', 'itemPrice': '1.00', 'needsFetchReview': False, 'originalFinalPrice': '1.00', 'originalMetaBriteBarcode': '034100573065', 'originalMetaBriteDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'originalMetaBriteItemPrice': '1.00', 'originalMetaBriteQuantityPurchased': 1, 'partnerItemId': '3', 'pointsEarned': '30.0', 'pointsPayerId': '5332f709e4b03c9a25efd0f1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'MILLER LITE 24 PACK', 'rewardsProductPartnerId': '5332f709e4b03c9a25efd0f1', 'targetPrice': '77', 'userFlaggedBarcode': '034100573065', 'userFlaggedNewItem': True, 'userFlaggedPrice': '1.00', 'userFlaggedQuantity': 1}, {'barcode': '034100573065', 'description': 'MILLER LITE 24 PACK 12OZ CAN', 'finalPrice': '1.00', 'itemPrice': '1.00', 'needsFetchReview': False, 'originalFinalPrice': '1.00', 'originalMetaBriteBarcode': '034100573065', 'originalMetaBriteDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'originalMetaBriteItemPrice': '1.00', 'originalMetaBriteQuantityPurchased': 1, 'partnerItemId': '4', 'pointsEarned': '30.0', 'pointsPayerId': '5332f709e4b03c9a25efd0f1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'MILLER LITE 24 PACK', 'rewardsProductPartnerId': '5332f709e4b03c9a25efd0f1', 'targetPrice': '77', 'userFlaggedBarcode': '034100573065', 'userFlaggedNewItem': True, 'userFlaggedPrice': '1.00', 'userFlaggedQuantity': 1}, {'barcode': '034100573065', 'description': 'MILLER LITE 24 PACK 12OZ CAN', 'finalPrice': '1.00', 'itemPrice': '1.00', 'needsFetchReview': False, 'partnerItemId': '5', 'pointsEarned': '30.0', 'pointsPayerId': '5332f709e4b03c9a25efd0f1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'MILLER LITE 24 PACK', 'rewardsProductPartnerId': '5332f709e4b03c9a25efd0f1', 'targetPrice': '77', 'userFlaggedBarcode': '034100573065', 'userFlaggedNewItem': True, 'userFlaggedPrice': '1.00', 'userFlaggedQuantity': 1}]",FINISHED,14.0,5fa5b0b720dc5111dd86dcc1
5ff873f90a720f0523000651,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,250.0,01-07-2021,1.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}]",FINISHED,1.0,5ff873d1b3348b11c9337716
5ff8c8880a7214adca000008,,,01-08-2021,01-08-2021,01-08-2021,01-08-2021,,0.0,01-08-2021,2.0,"[{'brandCode': 'WINGSTOP', 'description': '12 CLASSIC COMBO J', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': '12 CLASSIC COMBO J', 'partnerItemId': '1010', 'quantityPurchased': 1}, {'brandCode': 'WINGSTOP', 'description': '10 CLASSIC COMBO J', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': '10 CLASSIC COMBO J', 'partnerItemId': '1011', 'quantityPurchased': 1}]",FINISHED,6.18,5ff8c88604929111f6e913b7
5ff8da570a720f05c5000015,,,01-08-2021,01-08-2021,,01-08-2021,,,,0.0,,REJECTED,0.0,5ff8da28b3348b11c9337ac6
5ff873d40a720f0523000644,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,750.0,01-08-2021,8.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '23.00', 'itemPrice': '23.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 8, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 5}]",FINISHED,23.0,5ff873d304929111f6e91096
5ff8c3a20a7214adca000005,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,600.0,01-01-2021,1.0,"[{'barcode': '089203700016', 'brandCode': 'BRAND', 'description': 'PURE LEAF CHAMOMILE HERBAL TEA .74 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'PURE LEAF TEA', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}]",FINISHED,10.0,5ff8c330b3348b11c9337a04
5ff8da550a720f05c5000014,5.0,All-receipts receipt bonus,01-08-2021,01-08-2021,01-08-2021,01-08-2021,01-08-2021,1005.0,01-07-2021,2.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}, {'barcode': '1234', 'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '2', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '1234', 'userFlaggedDescription': '', 'userFlaggedNewItem': True}]",FINISHED,1.0,5ff8da28b3348b11c9337ac6
5ff8da7d0a720f05c500001c,,,01-08-2021,01-08-2021,,01-08-2021,,,,0.0,"[{'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '28.00', 'userFlaggedQuantity': 4}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '2', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '24.00', 'userFlaggedQuantity': 2}]",FLAGGED,0.0,5ff8da7db3348b11c9337b6a
5ffc98b70a720f05c500003d,5.0,All-receipts receipt bonus,01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,5.0,01-10-2021,1.0,"[{'brandCode': 'WINGSTOP', 'description': 'FILL UP MEAL', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': 'FILL UP MEAL', 'partnerItemId': '1009', 'quantityPurchased': 1}]",FINISHED,3.09,5ffc98b604929111f6e923f5
5ffcb4d40a7214ad4e000017,,,01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,100.0,01-04-2021,1.0,"[{'barcode': '079400245328', 'brandCode': 'BRAND', 'description': 'DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'DOVE MEN+CARE DEODORANT', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}]",FINISHED,10.0,5ffcb47d04929111f6e9256c
5ffc8ffc0a720f05c5000036,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,150.0,01-11-2021,1.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '20.00', 'itemPrice': '20.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '20.00', 'userFlaggedQuantity': 1}]",FINISHED,20.0,5ffc8ff9b3348b11c9338896
5ffc9d8c0a7214adca000049,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-11-2021,01-11-2021,,01-11-2021,01-11-2021,750.0,01-10-2021,1.0,"[{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '2', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '3', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '4', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '5', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '6', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '7', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '8', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '9', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '10', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}, {'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '11', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '034100573065', 'userFlaggedDescription': 'MILLER LITE 24 PACK 12OZ CAN', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 1}]",FLAGGED,1.0,5ffc9d8cb3348b11c9338927
5ffc9da40a7214adca000050,5.0,All-receipts receipt bonus,01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,5.0,01-11-2021,5.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '21.00', 'itemPrice': '21.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '21.00', 'userFlaggedQuantity': 5}]",FINISHED,21.0,5ffc9da0b3348b11c9338951
5ffc9daa0a7214adca000054,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,350.0,01-04-2021,1.0,"[{'barcode': '001111147332', 'brandCode': 'BRAND', 'description': 'CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ', 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsEarned': '100.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'CARESS BODY WASH AND SOAP', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4'}]",FINISHED,10.0,5ffc9d87b3348b11c9338920
5ffc8cc20a720f05c5000026,,,01-11-2021,01-11-2021,01-11-2021,01-11-2021,,0.0,01-10-2021,1.0,"[{'brandCode': 'WINGSTOP', 'description': '12 CLASSIC COMBO J', 'discountedItemPrice': '3.09', 'finalPrice': '3.09', 'itemPrice': '3.09', 'originalReceiptItemText': '12 CLASSIC COMBO J', 'partnerItemId': '1009', 'quantityPurchased': 1}]",FINISHED,3.09,5ffc8cc104929111f6e922a3
5ffc9da10a720f05c5000043,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,750.0,01-11-2021,4.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '21.00', 'itemPrice': '21.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '21.00', 'userFlaggedQuantity': 4}]",FINISHED,21.0,5ffc9da0b3348b11c9338951
5ffcb4b90a720f051500000c,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",01-11-2021,01-11-2021,01-11-2021,01-11-2021,01-11-2021,750.0,01-11-2021,5.0,"[{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '22.00', 'itemPrice': '22.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '22.00', 'userFlaggedQuantity': 5}]",FINISHED,22.0,5ffcb4b9b3348b11c9338ae7
